percent,keyword,name,sales_count,price,inventory_price,name_store,state,reviews,rating,city,zip_code,latitude,longitude,lower_name,fullname,category,category_2,parent,year,brand value,abb_state
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart jackson store,KENTUCKY,872.2,2.0,Jackson,41339.0,37.551571,-83.3603119,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,KY
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart jackson store,KENTUCKY,838.8,2.1,Jackson,41339.0,37.551571,-83.3603119,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,KY
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart natchitoches supercenter,LOUISIANA,195.2,4.2,Natchitoches,71457.0,31.750245,-93.066686,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,LA
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart natchitoches supercenter,LOUISIANA,613.6,1.7,Natchitoches,71457.0,31.750245,-93.066686,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,LA
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart gardner supercenter,MASSACHUSETTS,306.5,1.8,Gardner,1438.0,42.55141,-71.994725,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MA
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart gardner supercenter,MASSACHUSETTS,818.4,1.5,Gardner,1438.0,42.55141,-71.994725,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MA
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart gardner supercenter,MASSACHUSETTS,351.7,2.7,Gardner,1438.0,42.55141,-71.994725,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MA
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart salisbury supercenter,MARYLAND,195.8,2.7,Salisbury,21875.0,38.417387,-75.569167,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MD
0.613278225493063,sunkist,"Sunkist Orange Soda, 12 fl oz cans, 12 pack",0.0,3.98,5.28,Walmart salisbury supercenter,MARYLAND,44.0,3.6,Salisbury,21875.0,38.417387,-75.569167,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MD
0.45037404457377933,sunkist,"Sunkist Strawberry Lemonade Soda Cans, 12 Fl Oz, 12 Count",,3.98,5.68,Walmart salisbury supercenter,MARYLAND,410.9,4.0,Salisbury,21875.0,38.417387,-75.569167,sunkist strawberry lemonade,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MD
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart lincoln store,MAINE,615.2,5.0,Lincoln,4457.0,45.35585,-68.524661,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,ME
0.5584909593874381,sunkist,"Sunkist Grape Soda, 12 fl oz cans, 12 pack",,17.99,29.69,Walmart lincoln store,MAINE,407.8,2.7,Lincoln,4457.0,45.35585,-68.524661,sunkist grape soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,ME
0.5584909593874381,sunkist,"Sunkist Grape Soda, 12 fl oz cans, 12 pack",,17.99,29.69,Walmart alma supercenter,MICHIGAN,9.2,3.0,Alma,48801.0,43.4034976,-84.6641673,sunkist grape soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MI
0.45037404457377933,sunkist,"Sunkist Strawberry Lemonade Soda Cans, 12 Fl Oz, 12 Count",,3.98,5.68,Walmart alma supercenter,MICHIGAN,227.1,4.8,Alma,48801.0,43.4034976,-84.6641673,sunkist strawberry lemonade,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MI
0.45037404457377933,sunkist,"Sunkist Strawberry Lemonade Soda Cans, 12 Fl Oz, 12 Count",,3.98,5.68,Walmart dilworth supercenter,MINNESOTA,845.4,1.4,Dilworth,56529.0,46.88175,-96.722497,sunkist strawberry lemonade,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MN
0.613278225493063,sunkist,"Sunkist Orange Soda, 12 fl oz cans, 12 pack",0.0,3.98,5.28,Walmart dilworth supercenter,MINNESOTA,13.0,4.7,Dilworth,56529.0,46.88175,-96.722497,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MN
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart macon store,MISSOURI,818.7,1.3,Macon,63552.0,39.753883,-92.463896,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MO
0.5584909593874381,sunkist,"Sunkist Grape Soda, 12 fl oz cans, 12 pack",,17.99,29.69,Walmart amory supercenter,MISSISSIPPI,612.7,2.4,Amory,38821.0,33.968526,-88.457017,sunkist grape soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MS
0.45037404457377933,sunkist,"Sunkist Strawberry Lemonade Soda Cans, 12 Fl Oz, 12 Count",,3.98,5.68,Walmart butte supercenter,MONTANA,956.4,3.3,Butte,59701.0,45.963776,-112.510563,sunkist strawberry lemonade,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MT
0.613278225493063,sunkist,"Sunkist Orange Soda, 12 fl oz cans, 12 pack",0.0,3.98,5.28,Walmart butte supercenter,MONTANA,474.3,4.9,Butte,59701.0,45.963776,-112.510563,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MT
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart butte supercenter,MONTANA,267.9,4.7,Butte,59701.0,45.963776,-112.510563,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MT
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart butte supercenter,MONTANA,644.6,2.2,Butte,59701.0,45.963776,-112.510563,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,MT
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart murphy supercenter,NORTH CAROLINA,306.1,2.1,Murphy,28905.0,35.108762,-84.005497,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NC
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart murphy supercenter,NORTH CAROLINA,99.6,3.2,Murphy,28905.0,35.108762,-84.005497,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NC
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart murphy supercenter,NORTH CAROLINA,238.9,5.0,Murphy,28905.0,35.108762,-84.005497,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NC
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart fargo supercenter,NORTH DAKOTA,633.3,2.7,Fargo,58103.0,46.864665,-96.865768,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,ND
0.613278225493063,sunkist,"Sunkist Orange Soda, 12 fl oz cans, 12 pack",0.0,3.98,5.28,Walmart fargo supercenter,NORTH DAKOTA,794.0,1.1,Fargo,58103.0,46.864665,-96.865768,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,ND
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart fargo supercenter,NORTH DAKOTA,970.9,3.1,Fargo,58103.0,46.864665,-96.865768,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,ND
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart fargo supercenter,NORTH DAKOTA,715.6,2.7,Fargo,58103.0,46.864665,-96.865768,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,ND
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart york supercenter,NEBRASKA,370.1,4.3,York,68467.0,40.82787,-97.593326,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NE
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart york supercenter,NEBRASKA,398.4,3.1,York,68467.0,40.82787,-97.593326,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NE
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart somersworth supercenter,NEW HAMPSHIRE,424.0,4.9,Somersworth,3878.0,43.234165,-70.879023,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NH
0.613278225493063,sunkist,"Sunkist Orange Soda, 12 fl oz cans, 12 pack",0.0,3.98,5.28,Walmart somersworth supercenter,NEW HAMPSHIRE,959.8,1.5,Somersworth,3878.0,43.234165,-70.879023,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NH
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart somersworth supercenter,NEW HAMPSHIRE,529.4,1.1,Somersworth,3878.0,43.234165,-70.879023,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NH
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart newton store,NEW JERSEY,988.4,1.7,Newton,7848.0,41.069708,-74.738846,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NJ
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart las cruces supercenter,NEW MEXICO,92.3,2.1,Las cruces,88001.0,32.314746,-106.749837,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NM
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart las vegas supercenter,NEVADA,121.7,2.3,Las vegas,89146.0,36.1231761,-115.24648,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,NV
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart south point supercenter,OHIO,943.7,4.8,South point,25507.0,38.410806,-82.524603,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OH
0.5584909593874381,sunkist,"Sunkist Grape Soda, 12 fl oz cans, 12 pack",,17.99,29.69,Walmart south point supercenter,OHIO,571.5,4.5,South point,25507.0,38.410806,-82.524603,sunkist grape soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OH
0.613278225493063,sunkist,"Sunkist Orange Soda, 12 fl oz cans, 12 pack",0.0,3.98,5.28,Walmart elk city supercenter,OKLAHOMA,878.2,2.2,Elk city,73644.0,35.409307,-99.37645,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OK
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 12 Fl Oz, 24 Pack Cans",,46.43,6.98,Walmart elk city supercenter,OKLAHOMA,571.3,3.3,Elk city,73644.0,35.409307,-99.37645,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OK
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart elk city supercenter,OKLAHOMA,659.7,2.6,Elk city,73644.0,35.409307,-99.37645,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OK
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart elk city supercenter,OKLAHOMA,375.4,2.4,Elk city,73644.0,35.409307,-99.37645,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OK
0.45037404457377933,sunkist,"Sunkist Strawberry Lemonade Soda Cans, 12 Fl Oz, 12 Count",,3.98,5.68,Walmart elk city supercenter,OKLAHOMA,828.0,3.7,Elk city,73644.0,35.409307,-99.37645,sunkist strawberry lemonade,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OK
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart happy valley store,OREGON,329.5,3.9,Happy valley,97222.0,45.450517,-122.575448,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OR
0.5584909593874381,sunkist,"Sunkist Grape Soda, 12 fl oz cans, 12 pack",,17.99,29.69,Walmart happy valley store,OREGON,220.6,3.9,Happy valley,97222.0,45.450517,-122.575448,sunkist grape soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,OR
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart hermitage supercenter,PENNSYLVANIA,457.1,4.0,Hermitage,16148.0,41.249775,-80.452895,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,PA
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart hermitage supercenter,PENNSYLVANIA,331.1,3.6,Hermitage,16148.0,41.249775,-80.452895,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,PA
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart guayama store,PUERTO RICO,662.4,1.9,Guayama,784.0,17.980275,-66.095501,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,PR
0.613278225493063,sunkist,"Sunkist Orange Soda, .5 L bottles, 6 pack",,2.88,3.48,Walmart guayama store,PUERTO RICO,344.3,2.3,Guayama,784.0,17.980275,-66.095501,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,PR
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart guayama store,PUERTO RICO,100.2,3.8,Guayama,784.0,17.980275,-66.095501,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,PR
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart providence store,RHODE ISLAND,460.5,2.2,Providence,2908.0,41.845607,-71.416056,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,RI
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart sumter neighborhood market,SOUTH CAROLINA,99.6,3.7,Sumter,29150.0,33.906164,-80.378092,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,SC
0.5584909593874381,sunkist,"Sunkist Grape Soda, 12 fl oz cans, 12 pack",,17.99,29.69,Walmart aberdeen supercenter,SOUTH DAKOTA,193.7,1.3,Aberdeen,57401.0,45.456105,-98.436532,sunkist grape soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,SD
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, 12 fl oz cans, 12 pack",,15.4,3.98,Walmart aberdeen supercenter,SOUTH DAKOTA,825.6,2.8,Aberdeen,57401.0,45.456105,-98.436532,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,SD
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart aberdeen supercenter,SOUTH DAKOTA,862.0,3.3,Aberdeen,57401.0,45.456105,-98.436532,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,SD
0.5831060144461917,sunkist,"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",,2.88,6.68,Walmart knoxville store,TENNESSEE,653.4,1.3,Knoxville,37916.0,35.950968,-83.940335,sunkist zero sugar,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,TN
0.613278225493063,sunkist,"Sunkist Orange Soda Pop, 2 L bottle",,1.0,1.33,Walmart knoxville store,TENNESSEE,86.7,4.2,Knoxville,37916.0,35.950968,-83.940335,sunkist orange soda,SUNKIST,Beverage,Soft Drink,Keurig Dr Pepper,1962,11.62B,TN
